Key,Tier,Item Type,Publication Year,Author,Publication Title,DOI,Title,Abstract Note,Country of Origin,Geographic Scope,Geographic Scope - Note,Time Scope - Start Date,Time Scope - End Date,Time Scope - Non-consecutive?,Time Scope - Note,duration,Data Size - Number,Subset?,Subset - Note,Interval Size,Data Source Type,Data Source,Topic 1,Topic 2,Topic 3,Topic 4,Topic_Group,Methodological Themes - Method,Minor - Method,Application Theme - Purpose,Minor - Purpose
TTEAYM3X,1,journalArticle,2023,"van Zoest, Vera; Lindberg, Karl; El Gohary, Fouad; Bartusch, Cajsa",Energy and AI,,"Evaluating the effects of the COVID-19 pandemic on electricity consumption patterns in the residential, public, commercial and industrial sectors in Sweden","<div data-language=""eng"" data-ev-field=""abstract"">The COVID-19 pandemic has had drastic effects on societies around the world. Due to restrictions or recommendations, companies, industries and residents experienced changes in their routines and many people shifted to working from home. This led to alterations in electricity consumption between sectors and changes in daily patterns. Understanding how various properties and features of load patterns in the electricity network were affected is important for forecasting the network's ability to respond to sudden changes and shocks, and helping system operators improve network management and operation. In this study, we quantify the extent to which the COVID-19 pandemic has led to shifts in the electricity consumption patterns of different sectors in Sweden. The results show that working from home during the pandemic has led to an increase in the residential sector's total consumption and changes in its consumption patterns, whereas there were only slight decreases in the industrial sector and relatively few changes in the public and commercial sectors. We discuss the reasons for these changes, the effects that these changes will have on expected future electricity consumption patterns, as well as the effects on potential demand flexibility in a future where working from home has become the new norm.<br/></div> © 2023",Sweden,City,Stockholm,1/1/2019,12/31/2021,No,,1096,14843,No,,1-hour,Utility Company,Ellevio AB,Consumption Behavior (COVID),,,,Understanding Residential Behavior,Understanding Residential Stock and Behaviors,Behavioral change due to Stimuli - COVID,Consumer Behavior,Response to Stimuli - COVID
RANCRDYY,1,journalArticle,2023,"Ang, Yu Qian; Berzolla, Zachary; Reinhart, Christoph",BUILDING AND ENVIRONMENT,10.1016/j.buildenv.2023.110991,Smart meter-based archetypes for socioeconomically sensitive urban building energy modeling,"Urban building energy modeling (UBEM) and its associated tools have proliferated in recent years, leading to various model development, simulation, calibration approaches, and use cases. UBEM is becoming a valid policy support tool to guide planning and intervention efforts at the neighborhood and city scale. However, current UBEM workflows focus primarily on the physical properties of buildings and geospatial geometry data without consideration for socioeconomic factors or demographic characteristics of the modeled/studied areas. This limitation impedes UBEM's effectiveness as a policy support tool. This paper presents a novel method - using a combination of supervised and unsupervised learning techniques on smart meter and census data - to develop hourly usage schedules for different socioeconomic personas. The schedules can be used to refine building archetypes for UBEMs. The method is piloted in two cities with similar building stocks but different socioeconomic compositions. It was found that socioeconomic indicators are important in classifying building archetypes. Considering these indicators changes the predicted city-wide energy use for residential buildings by up to 10%. The method presented is scalable and applicable to cities and municipalities worldwide (large or small) and elucidates the importance of accounting for demographic and socioeconomic indicators to reflect lived realities accurately.",United States,City,Evanston and Des Plaines,,,Yes,4 days,4,398,No,,1-hour,Utility Company,Not Specified,Energy System Modeling,Customer Identification and Grouping,Consumption Behavior (Building Characteristics),Consumption Behavior (Socioeconomical Characteristics),Utility Operation Optimization,Understanding Residential Stock and Behaviors,Load patterns - Socioeconomic Factors,Utility Operations and benefits,Big-data Management
4QDGXWYG,1,journalArticle,2023,"Dai, Ting-Yu; Radhakrishnan, Praveen; Nweye, Kingsley; Estrada, Robert; Niyogi, Dev; Nagy, Zoltan",Computational Urban Science,10.1007/s43762-023-00095-w,"Analyzing the impact of COVID-19 on the electricity demand in Austin, TX using an ensemble-model based counterfactual and 400,000 smart meters","The COVID-19 pandemic caused lifestyle changes and has led to the new electricity demand patterns in the presence of non-pharmaceutical interventions such as work-from-home policy and lockdown. Quantifying the effect on electricity demand is critical for future electricity market planning yet challenging in the context of limited smart metered buildings, which leads to limited understanding of the temporal and spatial variations in building energy use. This study uses a large scale private smart meter electricity demand data from the City of Austin, combined with publicly available environmental data, and develops an ensemble regression model for long term daily electricity demand prediction. Using 15-min resolution data from over 400,000 smart meters from 2018 to 2020 aggregated by building type and zip code, our proposed model precisely formalizes the counterfactual universe in the without COVID-19 scenario. The model is used to understand building electricity demand changes during the pandemic and to identify relationships between such changes and socioeconomic patterns. Results indicate the increase in residential usage , demonstrating the spatial redistribution of energy consumption during the work-from-home period. Our experiments demonstrate the effectiveness of our proposed framework by assessing multiple socioeconomic impacts with the comparison between the counterfactual universe and observations. ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â© 2023, The Author(s).",United States,City,Austin,1/1/2017,10/1/2021,No,,1735,402785,No,,15-min,Smart Meter,Not Specified,Consumption Behavior (COVID),Consumption Behavior (Socioeconomical Characteristics),,,Understanding Residential Behavior,Understanding Residential Stock and Behaviors,Behavioral change due to Stimuli - COVID,Consumer Behavior,Response to Stimuli - COVID
VE6XBDN7,2,journalArticle,2023,"Qi, Ruobin; Li, Qingqing; Luo, Zhirui; Zheng, Jun; Shao, Sihua",SUSTAINABLE ENERGY GRIDS & NETWORKS,10.1016/j.segan.2023.101219,Deep semi-supervised electricity theft detection in AMI for sustainable and secure smart grids,"Electricity theft is a major issue that affects the sustainability and security of smart grids. This paper proposes a deep semi-supervised method for electricity theft detection in the Advanced Metering Infrastructure (AMI) of smart grids. By only using normal samples to train the detection model, the proposed method has the capability of detecting unknown attacks in a short time frame. The method utilizes the ratio profile generated from the readings of the observer meter and the user's smart meter as the input, to reduce false positives, which is then transformed into a 2D image with the continuous wavelet transform (CWT) to capture the time- frequency information. Discriminative features are extracted from the CWT image with a deep convolutional autoencoder (CAE) and principal component analysis (PCA), which are fed into a semi-supervised autoencoder for classification. The performance of the proposed method was evaluated and compared with a set of baselines and four supervised machine learning and deep learning methods under 11 different false data injection (FDI) attacks using smart meter data from both business and residential users. The results show that the proposed method significantly outperforms the baselines and is more capable of detecting unknown attacks than supervised methods.",United States,State,New Mexico,1/1/2017,6/30/2017,No,,181,1757,No,,15-min,Utility,LADPU,Nontechnical Loss Detection,,,,Utility Operation Optimization,Utility Operations Optimization,Nontechnical Loss Detection,Utility Operations and benefits,Loss Detection
66CJMEM9,2,journalArticle,2023,"Lotfipoor, Ashkan; Patidar, Sandhya; Jenkins, David P.",ENERGY AND BUILDINGS,10.1016/j.enbuild.2023.113675,Transformer network for data imputation in electricity demand data,"Load forecasting necessitates a significant amount of smart meter data. Several elements in this process, including device malfunctions and signal transmission issues, produce missing data gaps. Missing values in the dataset significantly influence the learning ability of machine learning algorithms, and they must be infilled before proceeding with any statistical analysis. This paper investigates the handling of missing values in demand data, and a new approach is developed for improving the performance of demand analytics, such as energy forecasting. The proposed model uses a transformer neural network to impute the missing values at various rates in the demand profile. Our model uses a k-means algorithm to fill in the missing values with proxy values in the dataset. The model is applied to two case-study residential house located in Cornwall and Fintry, United Kingdom. The developed algorithm is assessed for it potential for infilling missing values for three widely understood missing value scenarios: missing completely at random (MCAR), missing at random (MAR), and missing not at random (MNAR). The proposed model's imputed outputs are compared to the original dataset to assess model performance. The performance of the framework is compared with a selection of widely used statistical and machine learning models. The proposed transformer model shows significant improvements over the common linear method in all three scenarios (with 30% missing values), with percentage improvements ranging from approximately 49.71% to 57.52% for Cornwall dataset.",UK,Community,"Fintry, Scotland",1/1/2017,9/30/2017,No,,273,115,No,,30-min,Program/Project,SMART Fintry,Data Generation,,,,Utility Operation Optimization,Customer Segmentation/Identification,Grouping Customers by Electricity Behavior (Clustering),Academic,Synthetic Datasets
9QJA7P8D,1,journalArticle,2024,"Michalakopoulos, Vasilis; Sarmas, Elissaios; Papias, Ioannis; Skaloumpakas, Panagiotis; Marinakis, Vangelis; Doukas, Haris",APPLIED ENERGY,10.1016/j.apenergy.2024.122943,A machine learning-based framework for clustering residential electricity load profiles to enhance demand response programs,"Load shapes derived from smart meter data are frequently employed to analyze daily energy consumption patterns, particularly in the context of applications like Demand Response (DR). Nevertheless, one of the most important challenges to this endeavor lies in identifying the most suitable consumer clusters with similar consumption behaviors. In this paper, we present a novel machine learning based framework in order to achieve optimal load profiling through a real case study, utilizing data from almost 5000 households in London. Four widely used clustering algorithms are applied specifically K -means, K-medoids, Hierarchical Agglomerative Clustering and Density -based Spatial Clustering. An empirical analysis as well as multiple evaluation metrics are leveraged to assess those algorithms. Following that, we redefine the problem as a probabilistic classification one, with the classifier emulating the behavior of a clustering algorithm, leveraging Explainable AI (xAI) to enhance the interpretability of our solution. According to the clustering algorithm analysis the optimal number of clusters for this case is seven. Despite that, our methodology shows that two of the clusters, almost 10% of the dataset, exhibit significant internal dissimilarity. As a result, these clusters have been excluded from consideration for DR programs. The scalability and versatility of our solution makes it an ideal choice for power utility companies aiming to segment their users for creating more targeted DR programs.",UK,City,London,11/1/2011,2/28/2014,No,,851,5567,Yes,4438,30-min,Program/Project,Low Carbon London,Customer Identification and Grouping,,,,Customer Identification,Customer Segmentation/Identification,Grouping Customers by Electricity Behavior (Clustering),Consumer Behavior,Customer Segmentation
I3JQUU63,1,journalArticle,2024,"Claeys, Robbert; Cleenwerck, Remy; Knockaert, Jos; Desmet, Jan",APPLIED ENERGY,10.1016/j.apenergy.2024.122831,Capturing multiscale temporal dynamics in synthetic residential load profiles through Generative Adversarial Networks (GANs),"High-resolution residential smart meter data play a pivotal role in numerous applications, ranging from assessing hosting capacity in low-voltage grids to evaluating the economic viability of household-level solutions such as the integration of photovoltaic (PV) installations with battery energy storage systems (BESS). However, privacy concerns often restrict access to large-scale residential smart meter datasets, leaving only synthetic load profiles available to the public, which generally only represent averages of individual data. In response to this challenge, this paper proposes an innovative approach leveraging Generative Adversarial Networks (GANs) to generate synthetic residential load profiles. Our method operates in two distinct phases: First, we employ the DoppelGANger (DGAN) architecture to construct annual time series of daily consumption values. DGAN has been selected due to its demonstrated capacity for capturing interday and seasonal dynamics. Second, a wavelet-based decomposition-recombination technique is employed to create stochastic daily profiles with realistic intraday variations and peak demand behavior. Our DGAN-based approach demonstrates remarkable effectiveness, as evidenced by evaluation against a real-world dataset through a series of qualitative microbenchmarks. Moreover, the practical utility of the two-step methodology is explored in three downstream applications: (i) the integration of PV systems, (ii) PV-BESS systems increasing PV self-consumption, and (iii) PV-BESS systems boosting PV self-consumption while performing peak shaving. Our methodology is shown to accurately capture and model the intricate complexities inherent in real smart meter data.",Belgium,Region,Flanders,1/1/2013,12/31/2013,No,,365,1422,No,,15-min,Utility Company,Fluvius cvba,Data Generation,PV,,,Utility Operation Optimization,Customer Segmentation/Identification,Grouping Customers by Electricity Behavior (Clustering),Academic,Synthetic Datasets
WJSJ5SVE,1,journalArticle,2024,"Wen, Hanguan; Liu, Xiufeng; Yang, Ming; Lei, Bo; Cheng, Xu; Chen, Zhe",ENERGY,10.1016/j.energy.2023.129593,A novel approach for identifying customer groups for personalized demand-side management services using household socio-demographic data,"Demand-side management (DSM) is crucial to smart energy systems. This paper presents a data-driven approach for understanding the relationship between energy consumption patterns and household characteristics to better provide DSM services. The proposed method uses a robust learning fuzzy c-Means clustering algorithm to automatically generate the optimal number of customer groups for DSM, and then uses symmetric uncertainty techniques to identify the identified load patterns and socio-demographic characteristics as the features for training a deep learning model. The model obtained can be used to predict the possibility of DSM group membership for a given household. This approach can be applied even in situations where smart meter data are not available, such as when new customers are added to the system or when residents change, or due to privacy concerns. The proposed model is evaluated comprehensively, including prediction accuracy, comparison with other baselines, and case studies for DSM. The results demonstrate the usefulness of weekly energy consumption data and associated household socio-demographic information for distinguishing between different consumer groups, the effectiveness of the proposed model, and the potential for targeted DSM strategies such as time-of-use pricing, energy efficiency measures, and demand response programs.",Ireland,Nation,,,,No,50 weeks,350,4232,Yes,1000,30-min,Program/Project,CERCBT,Customer Identification and Grouping,,,,Customer Identification,Customer Segmentation/Identification,Grouping Customers by Electricity Behavior (Clustering),Consumer Behavior,Load patterns - Socioeconomic Factors
LTA8VKIE,2,journalArticle,2024,"Zapata-Webborn, Ellen; Hanmer, Clare; Oreszczyn, Tadj; Huebner, Gesche; McKenna, Eoghan; Few, Jessica; Elam, Simon; Pullinger, Martin; Cheshire, Callum; Friel, Dominic; Masters, Harry; Whittaker, Alex",ENERGY AND BUILDINGS,10.1016/j.enbuild.2023.113869,Winter demand falls as fuel bills rise: Understanding the energy impacts of the cost-of-living crisis on British households,"In October 2022 British households entered a heating season amidst exceptionally high energy prices - squeezing household incomes and increasing fuel poverty. This study analyses electricity and gas consumption in 5594 households from October 2022 to March 2023 using XGBoost counterfactual models trained on historic data. With survey data collected in early 2023 we investigate how consumption reduction correlated with energysaving actions, household and dwelling characteristics, and indicators of underheating and fuel poverty. Our analysis showed that electricity consumption was 8.4% lower and gas consumption 10.8% lower than the previous winter (accounting for weather), saving consumers around 29 pound/month. Despite this and a government subsidy, energy bills were still around 34 pound/month higher than the previous winter (158 pound/month (median); 500 pound/ month (95th percentile)); price elasticity was -0.10 for electricity and -0.07 for gas consumption. Greatest consumption reduction correlated with largest reported changes to heating practices, in particular heating for fewer hours and turning thermostats down lower. We find evidence of greater fuel poverty and underheating among the greatest energy reducers. This paper presents novel methods for analysing energy saving using smart meter data for changes without a control group, plus novel findings related to short-term price elasticity and the energy-saving impacts of behaviour change.",UK,Nation,,10/1/2022,3/31/2023,No,,182,13000,Yes,5594,30-min,Program/Project,SERL observatory,Consumption Behavior (Socioeconomical Characteristics),Consumption Behavior (Temperature/Weather),Customer Identification and Grouping,,Understanding Residential Behavior,Understanding Residential Stock and Behaviors,Behavioral change due to Stimuli,Consumer Behavior,Response to Stimuli - Energy cost changes
U4WT9X7F,1,journalArticle,2023,"Al-Bazzaz, Hussein; Azam, Muhammad; Amayri, Manar; Bouguila, Nizar",SENSORS,10.3390/s23198296,Unsupervised Mixture Models on the Edge for Smart Energy Consumption Segmentation with Feature Saliency,"Smart meter datasets have recently transitioned from monthly intervals to one-second granularity, yielding invaluable insights for diverse metering functions. Clustering analysis, a fundamental data mining technique, is extensively applied to discern unique energy consumption patterns. However, the advent of high-resolution smart meter data brings forth formidable challenges, including non-Gaussian data distributions, unknown cluster counts, and varying feature importance within high-dimensional spaces. This article introduces an innovative learning framework integrating the expectation-maximization algorithm with the minimum message length criterion. This unified approach enables concurrent feature and model selection, finely tuned for the proposed bounded asymmetric generalized Gaussian mixture model with feature saliency. Our experiments aim to replicate an efficient smart meter data analysis scenario by incorporating three distinct feature extraction methods. We rigorously validate the clustering efficacy of our proposed algorithm against several state-of-the-art approaches, employing diverse performance metrics across synthetic and real smart meter datasets. The clusters that we identify effectively highlight variations in residential energy consumption, furnishing utility companies with actionable insights for targeted demand reduction efforts. Moreover, we demonstrate our method's robustness and real-world applicability by harnessing Concordia's High-Performance Computing infrastructure. This facilitates efficient energy pattern characterization, particularly within smart meter environments involving edge cloud computing. Finally, we emphasize that our proposed mixture model outperforms three other models in this paper's comparative study. We achieve superior performance compared to the non-bounded variant of the proposed mixture model by an average percentage improvement of 7.828%.",Ireland,Nation,,7/14/2009,12/31/2010,No,,536,6000,Yes,3696,30-min,Program/Project,CERCBT,Customer Identification and Grouping,Data Management,,,Customer Identification,Customer Segmentation/Identification,Grouping Customers by Electricity Behavior (Clustering),Consumer Behavior,Customer Segmentation
T6XHACEH,1,journalArticle,2024,"Xie, Yutao; Xiao, Jiang -Wen; Wang, Yan-Wu; Dong, Jiale",ENERGY,10.1016/j.energy.2024.130310,A new customer selection framework for time-based pricing program,"Time-based pricing for residents is regarded as a critical component to facilitate integration of renewable energy, but it remains one of the significant barriers to target high potential customers. Randomly recruiting customers into time-based pricing may lead to customers' bad experiences and utility companies' economic losses. Focusing on this issue, this paper proposes a new customer selection framework for time-based pricing using the smart meter data. To utilize smart meter data effectively, a novel feature engineering procedure is designed, covering both of statistical characteristics and load patterns. Then, a Bayesian neural network (BNN) based prediction model is developed by integrating the Bayesian theory into neural networks for identifying high-potential customers. Finally, the prediction uncertainty is quantified to help utility companies to identify when to trust the prediction results. Case studies on an actual time-based pricing pilot demonstrate the effectiveness of the proposed framework. As for the comprehensive metric F1-score, BNN is in the lead, which is 9.0 % higher than neural network, 6.0 % higher than convolutional neural network (CNN), and 3.3 % higher than long short-term memory (LSTM). In addition, by leveraging the quantified uncertainties, the percentage of low-potential households among selected customers drops by 8.92 %, compared to blindly trusting the prediction results. Furthermore, it's found that load pattern features contribute more to model performance than statistical features, revealing that it's the shape, rather than the amplitude, of daily load curves that determines residential price responsiveness. (c) 2017 Elsevier Inc. All rights reserved.",UK,City,London,7/1/2012,12/31/2013,No,,549,1119,Yes,953,30-min,Program/Project,Low Carbon London,Customer Identification and Grouping,Pricing System,,,Customer Identification,Customer Segmentation/Identification,Grouping Customers by Electricity Behavior (Clustering),Utility Operations and benefits,Rate Structures
79K3UXA2,1,journalArticle,2024,"Pullinger, Martin; Zapata-Webborn, Ellen; Kilgour, Jonathan; Elam, Simon; Few, Jessica; Goddard, Nigel; Hanmer, Clare; Mckenna, Eoghan; Oreszczyn, Tadj; Webb, Lynda",APPLIED ENERGY,10.1016/j.apenergy.2024.122683,Capturing variation in daily energy demand profiles over time with cluster analysis in British homes (September 2019-August 2022),"This study investigates typical domestic energy demand profiles and their variation over time. It draws on a sample of 13,000 homes from Great Britain, applying k -means cluster analysis to smart meter data on their electricity and gas demand over a three-year period from September 2019 to August 2022. Eight typical demand archetypes are identified from the data, varying in terms of the shape of their demand profile over the course of the day. These include an `All daytime' archetype, where demand rises in the morning and remains high until the evening. Several other archetypes vary in terms of the presence and timing of morning and/or evening peaks. In the case of electricity demand, a `Midday trough' archetype is notable for its negative midday demand and high overnight demand, likely a combination of the effects of rooftop solar panels exporting to the grid during the day and overnight charging of electric vehicles or electric storage heating. The prevalence of each archetype across the sample varies substantially in relation to different temporally -varying factors. Fluctuations in their prevalence on weekends can be identified, as can Christmas Day. Among homes with gas central heating, the prevalence of gas archetypes strongly relates to external temperature, with around half of homes fitting the `All daytime' archetype at temperatures below 0 degrees C, and few fitting it above 14 degrees C. COVID-19 pandemic restrictions on work and schooling are associated with households' patterns of daily demand becoming more similar on weekdays and weekends, particularly for households with children and/or workers. The latter group had still not returned to pre -pandemic patterns by March 2022. The results indicate that patterns of daily energy demand vary with factors ranging from societal weekly rhythms and festivals to seasonal temperature changes and system shocks like pandemics, with implications for demand forecasting and policymaking.",UK,Nation,,8/1/2018,8/31/2022,No,,1492,13292,No,,30-min,Program/Project,SERL observatory,Consumption Behavior (Calendar Effect/Time Factor),Consumption Behavior (Temperature/Weather),Customer Identification and Grouping,,Understanding Residential Behavior,Understanding Residential Stock and Behaviors,Load patterns - Meteorology,Consumer Behavior,Load patterns - Meteorology
S5MVLC6A,1,journalArticle,2024,"Jin, Andrew S.; Sanders, Kelly T.",Applied Energy,,Characterizing residential sector load curves from smart meter datasets,"<div data-language=""eng"" data-ev-field=""abstract"">Understanding how and when residential electricity is used throughout the day is integral to the successful implementation of potential residential demand management strategies. Our analysis characterizes the daily hourly load profiles of approximately 160,000 residential electricity customers across the Southern California Edison (SCE) service area during the period spanning 2015 to 2016 and 2018 to 2019 across weekends, weekdays, seasons, and climate zones. We find that total daily electricity usage was highest in the hottest months of the year compared to milder months, particularly for households located in the hottest climate zones. The most energy-consumptive hours occurred during the mid-afternoon during the hottest months, in contrast to early evening high consumption in cooler months. We find that customers with average daily consumption at or above the 80th percentile cumulatively consume over 40% of electricity during the hottest months of the year residential load, while the bottom half of customers cumulatively consume <25% of the total residential load. The disparities in electricity usage across SCE households are higher in the mid-day, especially in milder months across all regions, and in mild climate zones compared to hotter climate zones since loads are not as dependent on high HVAC loads.<br/></div> © 2024",United States,Region,the Greater Los Angeles area,,,Yes,4 years,1461,163403,No,,1-hour,Utility Company,SCE,Consumption Behavior (Temperature/Weather),Consumption Behavior (Geographical Characteristics),,,Understanding Residential Behavior,Understanding Residential Stock and Behaviors,Load patterns - Meteorology,Consumer Behavior,Load patterns - Meteorology
G4ZF27U8,1,journalArticle,2024,"Chen, Haitao; Zhang, Bin; Liu, Hua; Cao, Jiguo",ENERGY,10.1016/j.energy.2023.129742,The inequality in household electricity consumption due to temperature change: Data driven analysis with a function-on-function linear model,"This paper constructs a function-on-function linear model that identifies the unknown comprehensive response of household electricity consumption toward temperature changes from a data-driven perspective. We also analyze the contribution of dynamic temperature changes to electricity consumption inequality based on large-scale smart meter data. Specifically, we use the Gini index, which characterizes electricity consumption inequality, to explore the heterogeneity of household behaviors. The results show that extreme temperatures will significantly affect household electricity consumption, and the response inertia is approximately 48 days. The response inertia is mainly affected by the household electricity consumption scale. The inertia of large electricity users is four times that of small users. This response inertia difference leads to the occurrence of household electricity consumption inequity inequality in a relatively narrow time window of approximately 18 days. The results also reveal that extreme temperature fluctuations play a key role in enlarging this inequality.",China,City,78 subtropical cities in southern China,1/1/2018,12/31/2018,No,,365,189380,No,,1-month,Utility Company,Not Specified,Consumption Behavior (Temperature/Weather),,,,Understanding Residential Behavior,Understanding Residential Stock and Behaviors,Behavioral change due to Stimuli - Temperature/weather,Consumer Behavior,Load patterns - Socioeconomic Factors
YUETB4PW,1,journalArticle,2024,"Quesada, Carlos; Astigarraga, Leire; Merveille, Chris; Borges, Cruz E.",SCIENTIFIC DATA,10.1038/s41597-023-02846-0,An electricity smart meter dataset of Spanish households: insights into consumption patterns,"Smart meters are devices that provide detailed information about the energy consumed by specific electricity supply points, such as homes, offices, and businesses. Data from smart meters are useful for modeling energy systems, predicting electricity consumption, and understanding human behavior. We present the first smart meter dataset from Spanish electricity supply points, expanding the geographic diversity of available data on energy consumption at the household level and reducing biases in existing data, which typically come from a limited number of countries. The dataset consists of 25,559 raw hourly time series with an average length of nearly three years, spanning from November 2014 to June 2022. It also includes three subsets obtained by segmenting and cleaning the raw time series data, each focusing on the periods before, during, and after the COVID-19 lockdowns in Spain. This dataset is a valuable resource for studying electricity consumption patterns and behaviors that emerge in response to different natural experiments, such as nationwide and regional lockdowns, nighttime curfews, and changes in electricity pricing.",Spain,Region,Basque Country and Navarre,11/1/2014,6/30/2022,Yes,Average 3 year,2799,25559,No,,1-hour,Utility Company,GoiEner,Data Management,Consumption Behavior (Calendar Effect/Time Factor),,,Utility Operation Optimization,Understanding Residential Stock and Behaviors,Occupancy and Schedule,Utility Operations and benefits,Big-data Management
4ZQL5CPI,1,journalArticle,2024,"Miriyala, Yogitha; Singh, Jai Govind",ENERGY SYSTEMS-OPTIMIZATION MODELING SIMULATION AND ECONOMIC ASPECTS,10.1007/s12667-024-00658-8,"Appliance-wise residential monthly average daily load profile simulation for 2022 and 2030 in Auroville, India","Demand response (DR) has the potential to provide flexibility services required to manage high penetrations of variable renewable energy in the grid. With increasing appliance ownership rates, the residential sector will increasingly contribute to peak load. The objective of this study is to simulate appliance-wise residential monthly average daily load profiles for 2022 and 2030 as the input for future DR potential quantification. In the context of India with an absence of data, this study proposes a methodology by combining metered time-series data and survey data to simulate appliance-wise load profiles in a region in Auroville, India, consisting of 100 households. The results are validated by using aggregate domestic smart meter data. In 2030, air conditioners and electric water heaters contribute to almost half of the appliance-wise peak load in the evening and a secondary peak in the morning, respectively. Electric vehicles and refrigerators each contribute to around 1/5th of the peak load, while 6% of the secondary peak is from washing machines. Importantly, the appliance-wise peak load in 2030 will increase by 60.8% from the current peak, highlighting the importance of residential DR to reduce the system peak while indicating other measures to reduce overall electricity consumption.",India,City,Auroville,6/1/2022,11/30/2022,No,,183,100,No,,30-min,Utility Company,AVES,Demand Response,Appliance Identification,,,Utility Operation Optimization,Understanding Residential Stock and Behaviors,Appliance Identification,Utility Operations and benefits,Demand Response
XILXS6BE,2,journalArticle,2024,"Liao, Wenlong; Zhu, Ruijin; Ishizaki, Takayuki; Li, Yushuai; Jia, Yixiong; Yang, Zhe",IEEE TRANSACTIONS ON INDUSTRIAL INFORMATICS,10.1109/TII.2024.3371991,Can Gas Consumption Data Improve the Performance of Electricity Theft Detection?,"Machine learning techniques have been extensively developed in the field of electricity theft detection. However, almost all typical models primarily rely on electricity consumption data to identify fraudulent users, often neglecting other pertinent household information such as gas consumption data. This article aims to explore the untapped potential of gas consumption data, a critical yet overlooked factor in electricity theft detection. In particular, we perform theoretical, qualitative, and quantitative correlation analyses between gas and electricity consumption data. Then, we propose two model-agnostic frameworks (i.e., multichannel network and twin network frameworks) to seamlessly integrate gas consumption data into machine learning models. Simulation results show a significant improvement in model performance when gas consumption data are incorporated using our proposed frameworks. Also, our proposed gas and electricity convolutional neural network, based on the proposed framework, demonstrates superior performance compared to classical and recent machine learning models on datasets with varying fraudulent ratios.",UK,City,Edinburgh,9/16/2016,8/29/2018,Yes,Average 286 days,286,255,No,,1-day,Dataset,IDEAL,Nontechnical Loss Detection,,,,Utility Operation Optimization,Utility Operations Optimization,Nontechnical Loss Detection,Utility Operations and benefits,Loss Detection
27KJ6PQA,2,journalArticle,2024,"Mishra, Ashish Kumar; Das, Biswarup",ELECTRIC POWER SYSTEMS RESEARCH,10.1016/j.epsr.2024.110277,A scheme for electricity theft detection based on EWMA control chart,"This paper proposes a methodology for electricity theft detection based on Exponentially Weighted Moving Average (EWMA) control chart. EWMA charts monitor customers' consumption data to identify whether they are engaged in malicious activity or not. EWMA charts are quite insensitive to normality assumptions, so they are a powerful tool for analyzing real -world consumption data with any statistical distribution. This methodology uses consumption data available from smart meter installed at consumers' premises only without requiring any central observer meter. Previous research using control charts for theft detection assumed anomaly free historical power consumption data, impacting parameter estimation accuracy in real world datasets. To address this, two robust techniques have been used to estimate mean and standard deviation of consumption data, enhancing resistance of EWMA chart to anomalies. Additionally, the methodology incorporates the nondominated sorting genetic algorithm (NSGA-II) for selecting control chart design parameters, ensuring the optimal combination of decision metrics across all theft levels. The NSGA-II algorithm empowers users to customize control charts, optimizing various decision metrics. The method was tested on two real -world datasets, one with residential customer consumption data and the other with small and medium enterprises (SMEs) consumption data. The results demonstrate strong performance across various metrics.",United States,Region,Western Massachusetts,1/1/2016,4/30/2016,No,,121,114,No,,1-min,Dataset,Not Specified,Nontechnical Loss Detection,,,,Utility Operation Optimization,Utility Operations Optimization,Nontechnical Loss Detection,Utility Operations and benefits,Loss Detection
QYWNAL4N,2,journalArticle,2024,"Cellina, Francesca; Fraternali, Piero; Gonzalez, Sergio Luis Herrera; Novak, Jasminko; Gui, Marco; Rizzoli, Andrea Emilio",APPLIED ENERGY,10.1016/j.apenergy.2023.122280,Significant but transient: The impact of an energy saving app targeting Swiss households,"In Global North countries, persuasive apps supporting households in reducing their energy consumption are widespread, as promising policy tools for the energy and climate transition. Despite their growing diffusion, fed by the large-scale smart meter roll-out currently ongoing in many energy systems, rigorous studies providing evidence on their effects are still missing, especially for the long-term. We address this research gap by analysing a one-year long app-based electricity saving intervention performed in Switzerland between 2018 and 2019, involving 55 self-selected households. Adopting a quasi-experimental approach and considering four full years of energy consumption data, we estimate the app's average treatment effect over time and perform heterogeneity analyses on household sub-groups, on varying their characteristics and intensity of app use. The app reduced consumption and CO2 emissions during the intervention (average treatment effect on the treated equal to 4.95%, statistically significant at the 0.05 level; Cohen's d effect size equal to 0.35). However, one year later the effect disappeared. Our results put policies based on persuasive app use into perspective: taken in isolation, persuasive apps may exhibit limitations regarding long-lasting effects. To avoid relapse, future interventions might embed app use into broader processes explicitly aimed at redefining shared norms and conventions on household energy consumption practices, for instance within living lab processes.",Switzerland,Town,Contone,6/1/2017,5/30/2021,No,,1460,55,No,,15-min,Program/Project,enCompass,Home Energy Management System,Customer Identification and Grouping,,,Utility Operation Optimization,Customer Segmentation/Identification,Grouping Customers by Electricity Behavior (Clustering),Physical Infrastructure,Evaluation of New Technologies
